,cubeid,cubeidpub,cubename,catid,pa_gaskin,pa_gaskin_err
2662,586326_blue_red_7_Y14SAR4_P003_12T065_2014_05_23-2014_06_01,586326_A,586326_blue_7_Y14SAR4_P003_12T065_2014_05_23-2014_06_01.fits,586326,169.0,0.16666667
2663,586330_blue_red_7_Y14SAR4_P003_12T065_2014_05_23-2014_06_01,586330_A,586330_blue_7_Y14SAR4_P003_12T065_2014_05_23-2014_06_01.fits,586330,214.0,0.25
2664,586494_blue_red_6_Y15SAR3_P005_12T092_2015_04_14-2015_04_22,586494_A,586494_blue_6_Y15SAR3_P005_12T092_2015_04_14-2015_04_22.fits,586494,154.0,0.16666667
2665,592216_blue_red_7_Y17SAR2_P004_15T121_2018_03_12-2018_03_22,592216_A,592216_blue_7_Y17SAR2_P004_15T121_2018_03_12-2018_03_22.fits,592216,315.5,0.25
2666,592294_blue_red_7_Y14SAR3_P010_15T085_2016_05_02-2016_05_10,592294_A,592294_blue_7_Y14SAR3_P010_15T085_2016_05_02-2016_05_10.fits,592294,344.5,0.75
2667,592401_blue_red_7_Y17SAR2_P003_15T119_2018_03_12-2018_03_22,592401_B,592401_blue_7_Y17SAR2_P003_15T119_2018_03_12-2018_03_22.fits,592401,334.0,0.25
2668,592401_blue_red_12_Y17SAR2_P003_15T119_2017_04_19-2017_05_01,592401_A,592401_blue_12_Y17SAR2_P003_15T119_2017_04_19-2017_05_01.fits,592401,345.5,0.16666667
2669,592419_blue_red_7_Y14SAR3_P010_15T085_2016_05_02-2016_05_10,592419_A,592419_blue_7_Y14SAR3_P010_15T085_2016_05_02-2016_05_10.fits,592419,49.5,0.16666667
2670,592421_blue_red_7_Y17SAR2_P003_15T119_2018_03_12-2018_03_22,592421_B,592421_blue_7_Y17SAR2_P003_15T119_2018_03_12-2018_03_22.fits,592421,286.5,0.16666667
2671,592421_blue_red_12_Y17SAR2_P003_15T119_2017_04_19-2017_05_01,592421_A,592421_blue_12_Y17SAR2_P003_15T119_2017_04_19-2017_05_01.fits,592421,287.5,0.16666667
2672,592466_blue_red_7_Y17SAR2_P003_15T119_2018_03_12-2018_03_22,592466_B,592466_blue_7_Y17SAR2_P003_15T119_2018_03_12-2018_03_22.fits,592466,344.0,0.16666667
2673,592466_blue_red_12_Y17SAR2_P003_15T119_2017_04_19-2017_05_01,592466_A,592466_blue_12_Y17SAR2_P003_15T119_2017_04_19-2017_05_01.fits,592466,306.0,0.16666667
2674,592542_blue_red_7_Y17SAR2_P003_15T119_2018_03_12-2018_03_22,592542_B,592542_blue_7_Y17SAR2_P003_15T119_2018_03_12-2018_03_22.fits,592542,95.0,0.16666667
2675,592542_blue_red_12_Y17SAR2_P003_15T119_2017_04_19-2017_05_01,592542_A,592542_blue_12_Y17SAR2_P003_15T119_2017_04_19-2017_05_01.fits,592542,93.5,0.16666667
2676,592835_blue_red_7_Y13SAR1_P014_15T029_2013_04_12-2013_04_16,592835_A,592835_blue_7_Y13SAR1_P014_15T029_2013_04_12-2013_04_16.fits,592835,120.0,0.16666667
2677,592858_blue_red_7_Y13SAR1_P014_15T029_2013_04_12-2013_04_16,592858_A,592858_blue_7_Y13SAR1_P014_15T029_2013_04_12-2013_04_16.fits,592858,327.0,1.8333334
2678,592863_blue_red_7_Y13SAR1_P014_15T029_2013_04_12-2013_04_16,592863_A,592863_blue_7_Y13SAR1_P014_15T029_2013_04_12-2013_04_16.fits,592863,57.5,0.5833333
2679,592999_blue_red_7_Y14SAR3_P005_15T080_2017_04_19-2017_05_01,592999_A,592999_blue_7_Y14SAR3_P005_15T080_2017_04_19-2017_05_01.fits,592999,310.5,0.16666667
2680,593117_blue_red_7_Y14SAR3_P005_15T080_2017_04_19-2017_05_01,593117_A,593117_blue_7_Y14SAR3_P005_15T080_2017_04_19-2017_05_01.fits,593117,77.0,0.16666667
2681,593526_blue_red_7_Y14SAR4_P005_15T091_2016_03_03-2016_03_13,593526_B,593526_blue_7_Y14SAR4_P005_15T091_2016_03_03-2016_03_13.fits,593526,134.5,0.33333334
2682,593526_blue_red_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21,593526_A,593526_blue_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21.fits,593526,135.5,0.25
2683,593642_blue_red_7_Y14SAR4_P005_15T091_2016_03_03-2016_03_13,593642_B,593642_blue_7_Y14SAR4_P005_15T091_2016_03_03-2016_03_13.fits,593642,351.5,0.5
2684,593642_blue_red_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21,593642_A,593642_blue_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21.fits,593642,186.0,0.16666667
2685,593642_blue_red_7_Y14SAR3_P002_15T077_2016_04_04-2016_04_12,593642_C,593642_blue_7_Y14SAR3_P002_15T077_2016_04_04-2016_04_12.fits,593642,153.5,0.6666667
2686,593645_blue_red_10_Y13SAR1_P015_15T023_2013_04_12-2013_04_16,593645_A,593645_blue_10_Y13SAR1_P015_15T023_2013_04_12-2013_04_16.fits,593645,254.5,0.25
2687,593680_blue_red_10_Y13SAR1_P015_15T023_2013_04_12-2013_04_16,593680_A,593680_blue_10_Y13SAR1_P015_15T023_2013_04_12-2013_04_16.fits,593680,122.5,0.16666667
2688,593682_blue_red_7_Y14SAR3_P002_15T077_2016_04_04-2016_04_12,593682_A,593682_blue_7_Y14SAR3_P002_15T077_2016_04_04-2016_04_12.fits,593682,139.0,0.16666667
2689,593813_blue_red_7_Y14SAR3_P002_15T077_2016_04_04-2016_04_12,593813_A,593813_blue_7_Y14SAR3_P002_15T077_2016_04_04-2016_04_12.fits,593813,134.5,0.33333334
2690,594049_blue_red_7_Y14SAR4_P002_15T088_2014_05_23-2014_06_01,594049_A,594049_blue_7_Y14SAR4_P002_15T088_2014_05_23-2014_06_01.fits,594049,83.5,0.16666667
2691,594053_blue_red_7_Y14SAR4_P002_15T088_2014_05_23-2014_06_01,594053_A,594053_blue_7_Y14SAR4_P002_15T088_2014_05_23-2014_06_01.fits,594053,44.0,0.25
2692,594059_blue_red_7_Y14SAR4_P002_15T088_2014_05_23-2014_06_01,594059_A,594059_blue_7_Y14SAR4_P002_15T088_2014_05_23-2014_06_01.fits,594059,145.0,0.16666667
2693,594265_blue_red_6_Y17SAR3_P001_15T124_2018_04_09-2018_04_19,594265_A,594265_blue_6_Y17SAR3_P001_15T124_2018_04_09-2018_04_19.fits,594265,159.5,0.25
2694,594313_blue_red_6_Y17SAR3_P001_15T124_2018_04_09-2018_04_19,594313_A,594313_blue_6_Y17SAR3_P001_15T124_2018_04_09-2018_04_19.fits,594313,170.0,0.16666667
2695,594364_blue_red_6_Y17SAR3_P001_15T124_2018_04_09-2018_04_19,594364_A,594364_blue_6_Y17SAR3_P001_15T124_2018_04_09-2018_04_19.fits,594364,246.5,0.16666667
2696,594674_blue_red_7_Y17SAR2_P005_15T123_2018_04_09-2018_04_19,594674_A,594674_blue_7_Y17SAR2_P005_15T123_2018_04_09-2018_04_19.fits,594674,86.0,0.16666667
2697,594723_blue_red_7_Y17SAR2_P005_15T123_2018_04_09-2018_04_19,594723_A,594723_blue_7_Y17SAR2_P005_15T123_2018_04_09-2018_04_19.fits,594723,275.5,0.6666667
2698,594731_blue_red_7_Y17SAR2_P005_15T123_2018_04_09-2018_04_19,594731_A,594731_blue_7_Y17SAR2_P005_15T123_2018_04_09-2018_04_19.fits,594731,337.0,0.25
2699,594785_blue_red_7_Y17SAR2_P005_15T123_2018_04_09-2018_04_19,594785_A,594785_blue_7_Y17SAR2_P005_15T123_2018_04_09-2018_04_19.fits,594785,124.5,0.16666667
2700,594834_blue_red_7_Y17SAR2_P005_15T123_2018_04_09-2018_04_19,594834_A,594834_blue_7_Y17SAR2_P005_15T123_2018_04_09-2018_04_19.fits,594834,183.0,0.33333334
2701,594906_blue_red_7_Y13SAR1_P003_15T008_2013_03_05-2013_03_17,594906_A,594906_blue_7_Y13SAR1_P003_15T008_2013_03_05-2013_03_17.fits,594906,48.0,0.16666667
2702,594918_blue_red_10_Y14SAR2_P008_15T068_2017_02_27-2017_03_05,594918_A,594918_blue_10_Y14SAR2_P008_15T068_2017_02_27-2017_03_05.fits,594918,202.5,1.5
2703,594946_blue_red_7_Y13SAR1_P008_15T016_2013_03_05-2013_03_17,594946_A,594946_blue_7_Y13SAR1_P008_15T016_2013_03_05-2013_03_17.fits,594946,112.5,8.5
2704,594964_blue_red_7_Y17SAR3_P004_15T127_2018_04_09-2018_04_19,594964_A,594964_blue_7_Y17SAR3_P004_15T127_2018_04_09-2018_04_19.fits,594964,57.0,0.16666667
2705,594967_blue_red_10_Y14SAR2_P008_15T068_2017_02_27-2017_03_05,594967_A,594967_blue_10_Y14SAR2_P008_15T068_2017_02_27-2017_03_05.fits,594967,28.5,0.16666667
2706,594970_blue_red_7_Y13SAR1_P003_15T008_2013_03_05-2013_03_17,594970_A,594970_blue_7_Y13SAR1_P003_15T008_2013_03_05-2013_03_17.fits,594970,2.0,0.16666667
2707,594986_blue_red_7_Y13SAR1_P008_15T016_2013_03_05-2013_03_17,594986_A,594986_blue_7_Y13SAR1_P008_15T016_2013_03_05-2013_03_17.fits,594986,5.0,0.16666667
2708,594990_blue_red_7_Y13SAR1_P008_15T016_2013_03_05-2013_03_17,594990_A,594990_blue_7_Y13SAR1_P008_15T016_2013_03_05-2013_03_17.fits,594990,92.0,0.33333334
2709,594992_blue_red_7_Y17SAR3_P004_15T127_2018_04_09-2018_04_19,594992_A,594992_blue_7_Y17SAR3_P004_15T127_2018_04_09-2018_04_19.fits,594992,201.0,0.16666667
2710,595027_blue_red_7_Y13SAR1_P003_15T008_2013_03_05-2013_03_17,595027_A,595027_blue_7_Y13SAR1_P003_15T008_2013_03_05-2013_03_17.fits,595027,291.5,0.16666667
2711,595060_blue_red_7_Y13SAR1_P008_15T016_2013_03_05-2013_03_17,595060_A,595060_blue_7_Y13SAR1_P008_15T016_2013_03_05-2013_03_17.fits,595060,116.0,0.16666667
2712,595088_blue_red_7_Y17SAR3_P004_15T127_2018_04_09-2018_04_19,595088_A,595088_blue_7_Y17SAR3_P004_15T127_2018_04_09-2018_04_19.fits,595088,155.5,0.16666667
2713,598911_blue_red_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02,598911_A,598911_blue_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02.fits,598911,144.5,0.33333334
2714,598968_blue_red_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02,598968_A,598968_blue_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02.fits,598968,193.5,0.16666667
2715,598999_blue_red_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02,598999_A,598999_blue_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02.fits,598999,119.0,0.16666667
2716,599095_blue_red_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02,599095_A,599095_blue_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02.fits,599095,57.5,0.16666667
2717,599134_blue_red_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05,599134_A,599134_blue_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05.fits,599134,106.0,0.5833333
2718,599310_blue_red_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05,599310_A,599310_blue_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05.fits,599310,315.5,0.16666667
2719,599329_blue_red_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05,599329_A,599329_blue_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05.fits,599329,175.0,7.249998
2720,599582_blue_red_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16,599582_A,599582_blue_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16.fits,599582,177.5,0.25
2721,599689_blue_red_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16,599689_A,599689_blue_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16.fits,599689,274.0,0.75
2722,599761_blue_red_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16,599761_A,599761_blue_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16.fits,599761,334.0,0.16666667
2723,599834_blue_red_7_Y15SAR2_P001_09T107_2016_02_08-2016_02_14,599834_A,599834_blue_7_Y15SAR2_P001_09T107_2016_02_08-2016_02_14.fits,599834,321.5,0.5
2724,599838_blue_red_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16,599838_A,599838_blue_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16.fits,599838,80.5,0.75
2725,599839_blue_red_7_Y13SAR1_P007_09T007_2013_03_05-2013_03_17,599839_A,599839_blue_7_Y13SAR1_P007_09T007_2013_03_05-2013_03_17.fits,599839,83.5,0.16666667
2726,599846_blue_red_7_Y15SAR2_P001_09T107_2016_02_08-2016_02_14,599846_A,599846_blue_7_Y15SAR2_P001_09T107_2016_02_08-2016_02_14.fits,599846,80.0,0.41666666
2727,599862_blue_red_7_Y15SAR2_P001_09T107_2016_02_08-2016_02_14,599862_A,599862_blue_7_Y15SAR2_P001_09T107_2016_02_08-2016_02_14.fits,599862,226.0,0.16666667
2728,599873_blue_red_7_Y13SAR1_P007_09T007_2013_03_05-2013_03_17,599873_A,599873_blue_7_Y13SAR1_P007_09T007_2013_03_05-2013_03_17.fits,599873,317.5,0.16666667
2729,599877_blue_red_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16,599877_A,599877_blue_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16.fits,599877,119.5,0.9166667
2730,600014_blue_red_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06,600014_A,600014_blue_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06.fits,600014,41.0,0.16666667
2731,600026_blue_red_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06,600026_A,600026_blue_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06.fits,600026,122.5,0.16666667
2732,600030_blue_red_7_Y13SAR1_P007_09T007_2013_03_05-2013_03_17,600030_A,600030_blue_7_Y13SAR1_P007_09T007_2013_03_05-2013_03_17.fits,600030,178.0,0.16666667
2733,600312_blue_red_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14,600312_A,600312_blue_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14.fits,600312,155.0,0.25
2734,600417_blue_red_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13,600417_A,600417_blue_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13.fits,600417,75.5,0.16666667
2735,600595_blue_red_7_Y16SAR2_P001_09T116_2016_03_03-2016_03_13,600595_A,600595_blue_7_Y16SAR2_P001_09T116_2016_03_03-2016_03_13.fits,600595,353.5,0.6666667
2736,600743_blue_red_7_Y16SAR2_P001_09T116_2016_03_03-2016_03_13,600743_A,600743_blue_7_Y16SAR2_P001_09T116_2016_03_03-2016_03_13.fits,600743,6.0,0.25
2737,600882_blue_red_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05,600882_A,600882_blue_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05.fits,600882,241.0,0.16666667
2738,600915_blue_red_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22,600915_A,600915_blue_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22.fits,600915,324.0,0.25
2739,600916_blue_red_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05,600916_A,600916_blue_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05.fits,600916,1.0,0.16666667
2740,600929_blue_red_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22,600929_A,600929_blue_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22.fits,600929,307.5,0.16666667
2741,600973_blue_red_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05,600973_A,600973_blue_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05.fits,600973,149.5,0.41666666
2742,600974_blue_red_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22,600974_A,600974_blue_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22.fits,600974,298.0,0.16666667
2743,600977_blue_red_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22,600977_A,600977_blue_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22.fits,600977,154.0,0.16666667
2744,601013_blue_red_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05,601013_A,601013_blue_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05.fits,601013,28.0,0.16666667
2745,601018_blue_red_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05,601018_A,601018_blue_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05.fits,601018,98.0,0.41666666
2746,601095_blue_red_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22,601095_A,601095_blue_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22.fits,601095,167.5,0.41666666
2747,601102_blue_red_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05,601102_A,601102_blue_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05.fits,601102,309.0,0.16666667
2748,601105_blue_red_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22,601105_A,601105_blue_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22.fits,601105,311.5,0.16666667
2749,601157_blue_red_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22,601157_A,601157_blue_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22.fits,601157,159.0,0.16666667
2750,601210_blue_red_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25,601210_A,601210_blue_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25.fits,601210,96.5,0.25
2751,601255_blue_red_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25,601255_A,601255_blue_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25.fits,601255,352.0,0.16666667
2752,601283_blue_red_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25,601283_A,601283_blue_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25.fits,601283,271.5,0.16666667
2753,601323_blue_red_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25,601323_A,601323_blue_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25.fits,601323,144.0,0.16666667
2754,601395_blue_red_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25,601395_A,601395_blue_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25.fits,601395,340.5,1.5833334
2755,609307_blue_red_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19,609307_A,609307_blue_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19.fits,609307,46.5,0.16666667
2756,609330_blue_red_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19,609330_A,609330_blue_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19.fits,609330,224.0,0.16666667
2757,609358_blue_red_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19,609358_A,609358_blue_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19.fits,609358,121.5,0.16666667
2758,609396_blue_red_7_Y14SAR4_P005_12T067_2014_05_23-2014_06_01,609396_A,609396_blue_7_Y14SAR4_P005_12T067_2014_05_23-2014_06_01.fits,609396,277.0,0.16666667
2759,609433_blue_red_7_Y14SAR4_P005_12T067_2014_05_23-2014_06_01,609433_A,609433_blue_7_Y14SAR4_P005_12T067_2014_05_23-2014_06_01.fits,609433,78.5,0.16666667
2760,609571_blue_red_7_Y18SAR3_P002_12T122_2018_05_07-2018_05_16,609571_A,609571_blue_7_Y18SAR3_P002_12T122_2018_05_07-2018_05_16.fits,609571,146.5,0.33333334
2761,609598_blue_red_7_Y18SAR3_P002_12T122_2018_05_07-2018_05_16,609598_A,609598_blue_7_Y18SAR3_P002_12T122_2018_05_07-2018_05_16.fits,609598,162.0,0.6666667
2762,609912_blue_red_7_Y15SAR3_P004_12T086_2016_02_08-2016_02_14,609912_A,609912_blue_7_Y15SAR3_P004_12T086_2016_02_08-2016_02_14.fits,609912,329.5,0.16666667
2763,609948_blue_red_7_Y15SAR3_P004_12T086_2016_02_08-2016_02_14,609948_A,609948_blue_7_Y15SAR3_P004_12T086_2016_02_08-2016_02_14.fits,609948,9.5,0.16666667
2764,610054_blue_red_7_Y15SAR3_P004_12T086_2016_02_08-2016_02_14,610054_A,610054_blue_7_Y15SAR3_P004_12T086_2016_02_08-2016_02_14.fits,610054,294.0,0.16666667
2765,610396_blue_red_7_Y16SAR4_P002_12T101_2017_04_19-2017_05_01,610396_A,610396_blue_7_Y16SAR4_P002_12T101_2017_04_19-2017_05_01.fits,610396,14.0,0.5
2766,610398_blue_red_7_Y16SAR4_P002_12T101_2017_04_19-2017_05_01,610398_A,610398_blue_7_Y16SAR4_P002_12T101_2017_04_19-2017_05_01.fits,610398,187.0,0.16666667
2767,610404_blue_red_7_Y16SAR4_P002_12T101_2017_04_19-2017_05_01,610404_A,610404_blue_7_Y16SAR4_P002_12T101_2017_04_19-2017_05_01.fits,610404,217.0,0.41666666
2768,610474_blue_red_7_Y15SAR3_P004_12T089_2016_02_08-2016_02_14,610474_A,610474_blue_7_Y15SAR3_P004_12T089_2016_02_08-2016_02_14.fits,610474,200.0,0.16666667
2769,610545_blue_red_7_Y15SAR3_P004_12T089_2016_02_08-2016_02_14,610545_A,610545_blue_7_Y15SAR3_P004_12T089_2016_02_08-2016_02_14.fits,610545,65.5,0.16666667
2770,610700_blue_red_7_Y17SAR3_P002_12T103_2018_02_12-2018_02_19,610700_A,610700_blue_7_Y17SAR3_P002_12T103_2018_02_12-2018_02_19.fits,610700,349.0,0.33333334
2771,610816_blue_red_7_Y17SAR3_P002_12T103_2018_02_12-2018_02_19,610816_A,610816_blue_7_Y17SAR3_P002_12T103_2018_02_12-2018_02_19.fits,610816,306.5,0.16666667
2772,610846_blue_red_7_Y17SAR3_P002_12T103_2018_02_12-2018_02_19,610846_A,610846_blue_7_Y17SAR3_P002_12T103_2018_02_12-2018_02_19.fits,610846,112.5,0.25
2773,610893_blue_red_7_Y14SAR4_P001_12T063_2014_05_23-2014_06_01,610893_A,610893_blue_7_Y14SAR4_P001_12T063_2014_05_23-2014_06_01.fits,610893,93.0,0.16666667
2774,610997_blue_red_7_Y14SAR4_P001_12T063_2014_05_23-2014_06_01,610997_A,610997_blue_7_Y14SAR4_P001_12T063_2014_05_23-2014_06_01.fits,610997,120.5,0.16666667
2775,611002_blue_red_8_Y14SAR4_P010_12T072_2016_04_04-2016_04_12,611002_A,611002_blue_8_Y14SAR4_P010_12T072_2016_04_04-2016_04_12.fits,611002,71.0,0.5833333
2776,611051_blue_red_8_Y14SAR4_P010_12T072_2016_04_04-2016_04_12,611051_A,611051_blue_8_Y14SAR4_P010_12T072_2016_04_04-2016_04_12.fits,611051,14.0,0.25
2777,611094_blue_red_8_Y14SAR4_P010_12T072_2016_04_04-2016_04_12,611094_A,611094_blue_8_Y14SAR4_P010_12T072_2016_04_04-2016_04_12.fits,611094,300.5,0.25
2778,611220_blue_red_6_Y16SAR4_P002_12T100_2017_04_19-2017_05_01,611220_A,611220_blue_6_Y16SAR4_P002_12T100_2017_04_19-2017_05_01.fits,611220,330.5,0.16666667
2779,611223_blue_red_6_Y16SAR4_P002_12T100_2017_04_19-2017_05_01,611223_A,611223_blue_6_Y16SAR4_P002_12T100_2017_04_19-2017_05_01.fits,611223,146.5,0.16666667
2780,611629_blue_red_6_Y15SAR3_P005_12T092_2015_04_14-2015_04_22,611629_A,611629_blue_6_Y15SAR3_P005_12T092_2015_04_14-2015_04_22.fits,611629,297.5,0.16666667
2781,611647_blue_red_6_Y15SAR3_P005_12T092_2015_04_14-2015_04_22,611647_A,611647_blue_6_Y15SAR3_P005_12T092_2015_04_14-2015_04_22.fits,611647,160.0,0.5
2782,617655_blue_red_7_Y14SAR3_P010_15T085_2016_05_02-2016_05_10,617655_A,617655_blue_7_Y14SAR3_P010_15T085_2016_05_02-2016_05_10.fits,617655,54.5,0.16666667
2783,617665_blue_red_7_Y14SAR3_P010_15T085_2016_05_02-2016_05_10,617665_A,617665_blue_7_Y14SAR3_P010_15T085_2016_05_02-2016_05_10.fits,617665,271.0,0.5833333
2784,617945_blue_red_7_Y13SAR1_P014_15T029_2013_04_12-2013_04_16,617945_A,617945_blue_7_Y13SAR1_P014_15T029_2013_04_12-2013_04_16.fits,617945,165.5,0.5833333
2785,617989_blue_red_7_Y13SAR1_P014_15T029_2013_04_12-2013_04_16,617989_A,617989_blue_7_Y13SAR1_P014_15T029_2013_04_12-2013_04_16.fits,617989,229.5,0.25
2786,618071_blue_red_7_Y14SAR2_P003_15T063_2014_04_02-2014_04_06,618071_A,618071_blue_7_Y14SAR2_P003_15T063_2014_04_02-2014_04_06.fits,618071,154.0,0.6666667
2787,618100_blue_red_6_Y14SAR4_P001_15T087_2014_05_23-2014_06_01,618100_A,618100_blue_6_Y14SAR4_P001_15T087_2014_05_23-2014_06_01.fits,618100,264.5,0.16666667
2788,618108_blue_red_7_Y14SAR2_P003_15T063_2014_04_02-2014_04_06,618108_A,618108_blue_7_Y14SAR2_P003_15T063_2014_04_02-2014_04_06.fits,618108,322.5,0.5833333
2789,618116_blue_red_7_Y14SAR2_P003_15T063_2014_04_02-2014_04_06,618116_A,618116_blue_7_Y14SAR2_P003_15T063_2014_04_02-2014_04_06.fits,618116,95.0,0.16666667
2790,618142_blue_red_6_Y14SAR4_P001_15T087_2014_05_23-2014_06_01,618142_A,618142_blue_6_Y14SAR4_P001_15T087_2014_05_23-2014_06_01.fits,618142,309.5,0.16666667
2791,618143_blue_red_7_Y13SAR1_P014_15T029_2013_04_12-2013_04_16,618143_A,618143_blue_7_Y13SAR1_P014_15T029_2013_04_12-2013_04_16.fits,618143,84.0,0.16666667
2792,618144_blue_red_7_Y14SAR2_P003_15T063_2014_04_02-2014_04_06,618144_A,618144_blue_7_Y14SAR2_P003_15T063_2014_04_02-2014_04_06.fits,618144,2.0,0.5833333
2793,618151_blue_red_7_Y14SAR2_P003_15T063_2014_04_02-2014_04_06,618151_A,618151_blue_7_Y14SAR2_P003_15T063_2014_04_02-2014_04_06.fits,618151,125.5,0.41666666
2794,618152_blue_red_7_Y13SAR1_P014_15T029_2013_04_12-2013_04_16,618152_A,618152_blue_7_Y13SAR1_P014_15T029_2013_04_12-2013_04_16.fits,618152,93.0,0.5
2795,618220_blue_red_7_Y14SAR2_P003_15T063_2014_04_02-2014_04_06,618220_A,618220_blue_7_Y14SAR2_P003_15T063_2014_04_02-2014_04_06.fits,618220,279.5,0.16666667
2796,618904_blue_red_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21,618904_A,618904_blue_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21.fits,618904,105.0,0.16666667
2797,618904_blue_red_7_Y14SAR4_P005_15T091_2016_03_03-2016_03_13,618904_B,618904_blue_7_Y14SAR4_P005_15T091_2016_03_03-2016_03_13.fits,618904,113.0,0.16666667
2798,618906_blue_red_7_Y13SAR1_P006_15T011_2013_03_05-2013_03_17,618906_A,618906_blue_7_Y13SAR1_P006_15T011_2013_03_05-2013_03_17.fits,618906,118.0,0.16666667
2799,618912_blue_red_10_Y13SAR1_P015_15T023_2013_04_12-2013_04_16,618912_A,618912_blue_10_Y13SAR1_P015_15T023_2013_04_12-2013_04_16.fits,618912,34.5,0.16666667
2800,618929_blue_red_7_Y17SAR3_P010_15T133_2018_05_07-2018_05_16,618929_A,618929_blue_7_Y17SAR3_P010_15T133_2018_05_07-2018_05_16.fits,618929,165.0,9.833333
2801,618930_blue_red_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21,618930_A,618930_blue_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21.fits,618930,255.5,0.16666667
