,cubeid,cubeidpub,cubename,catid,pa_gaskin,pa_gaskin_err
752,184718_blue_red_7_Y17SAR3_P008_12T109_2018_04_09-2018_04_19,184718_A,184718_blue_7_Y17SAR3_P008_12T109_2018_04_09-2018_04_19.fits,184718,295.0,0.5833333
753,184834_blue_red_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19,184834_A,184834_blue_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19.fits,184834,103.5,0.5833333
754,185085_blue_red_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19,185085_A,185085_blue_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19.fits,185085,249.5,0.33333334
755,185190_blue_red_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10,185190_A,185190_blue_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10.fits,185190,208.0,0.25
756,185224_blue_red_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10,185224_A,185224_blue_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10.fits,185224,157.0,0.16666667
757,185252_blue_red_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04,185252_A,185252_blue_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04.fits,185252,142.0,0.16666667
758,185282_blue_red_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10,185282_A,185282_blue_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10.fits,185282,20.5,0.16666667
759,185291_blue_red_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04,185291_A,185291_blue_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04.fits,185291,334.0,0.33333334
760,185298_blue_red_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19,185298_A,185298_blue_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19.fits,185298,189.5,0.16666667
761,185365_blue_red_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10,185365_A,185365_blue_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10.fits,185365,26.5,0.16666667
762,185376_blue_red_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04,185376_A,185376_blue_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04.fits,185376,352.5,0.16666667
763,185510_blue_red_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14,185510_C,185510_blue_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14.fits,185510,29.5,0.33333334
764,185510_blue_red_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12,185510_D,185510_blue_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12.fits,185510,31.0,0.16666667
765,185510_blue_red_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,185510_B,185510_blue_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,185510,34.5,0.25
766,185510_blue_red_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,185510_A,185510_blue_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,185510,34.0,0.16666667
767,185532_blue_red_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,185532_B,185532_blue_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,185532,255.0,0.25
768,185532_blue_red_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14,185532_C,185532_blue_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14.fits,185532,259.5,0.25
769,185532_blue_red_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,185532_A,185532_blue_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,185532,254.5,0.16666667
770,185532_blue_red_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12,185532_D,185532_blue_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12.fits,185532,263.0,0.16666667
771,185557_blue_red_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12,185557_A,185557_blue_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12.fits,185557,247.0,0.33333334
772,185567_blue_red_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12,185567_A,185567_blue_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12.fits,185567,28.5,0.16666667
773,185569_blue_red_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12,185569_A,185569_blue_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12.fits,185569,292.0,0.25
774,185622_blue_red_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12,185622_A,185622_blue_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12.fits,185622,202.5,1.3333334
775,185795_blue_red_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19,185795_A,185795_blue_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19.fits,185795,51.5,0.16666667
776,185863_blue_red_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19,185863_A,185863_blue_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19.fits,185863,342.0,0.16666667
777,185914_blue_red_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19,185914_A,185914_blue_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19.fits,185914,359.5,0.16666667
778,186012_blue_red_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19,186012_A,186012_blue_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19.fits,186012,212.0,1.0
779,186380_blue_red_11_Y18SAR3_P002_12T129_2018_05_07-2018_05_16,186380_A,186380_blue_11_Y18SAR3_P002_12T129_2018_05_07-2018_05_16.fits,186380,244.0,0.75
780,186406_blue_red_11_Y18SAR3_P002_12T129_2018_05_07-2018_05_16,186406_A,186406_blue_11_Y18SAR3_P002_12T129_2018_05_07-2018_05_16.fits,186406,110.5,0.25
781,186467_blue_red_11_Y18SAR3_P002_12T129_2018_05_07-2018_05_16,186467_A,186467_blue_11_Y18SAR3_P002_12T129_2018_05_07-2018_05_16.fits,186467,20.0,0.25
782,186470_blue_red_11_Y18SAR3_P002_12T129_2018_05_07-2018_05_16,186470_A,186470_blue_11_Y18SAR3_P002_12T129_2018_05_07-2018_05_16.fits,186470,216.5,1.25
783,186573_blue_red_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16,186573_A,186573_blue_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16.fits,186573,124.5,0.16666667
784,186717_blue_red_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16,186717_A,186717_blue_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16.fits,186717,323.5,0.33333334
785,186742_blue_red_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16,186742_A,186742_blue_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16.fits,186742,273.5,0.5833333
786,186803_blue_red_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16,186803_A,186803_blue_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16.fits,186803,284.0,0.16666667
787,186833_blue_red_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16,186833_A,186833_blue_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16.fits,186833,259.5,0.9166667
788,186861_blue_red_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16,186861_A,186861_blue_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16.fits,186861,51.5,0.16666667
789,197419_blue_red_7_Y16SAR2_P002_09T118_2016_03_03-2016_03_13,197419_A,197419_blue_7_Y16SAR2_P002_09T118_2016_03_03-2016_03_13.fits,197419,22.0,0.16666667
790,197555_blue_red_7_Y16SAR2_P002_09T118_2016_03_03-2016_03_13,197555_A,197555_blue_7_Y16SAR2_P002_09T118_2016_03_03-2016_03_13.fits,197555,157.0,0.41666666
791,197843_blue_red_6_Y18SAR1_P002_09T140_2018_04_09-2018_04_19,197843_A,197843_blue_6_Y18SAR1_P002_09T140_2018_04_09-2018_04_19.fits,197843,253.5,0.25
792,197866_blue_red_6_Y18SAR1_P002_09T140_2018_04_09-2018_04_19,197866_A,197866_blue_6_Y18SAR1_P002_09T140_2018_04_09-2018_04_19.fits,197866,336.0,0.16666667
793,198343_blue_red_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06,198343_A,198343_blue_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06.fits,198343,5.5,0.16666667
794,198503_blue_red_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06,198503_A,198503_blue_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06.fits,198503,197.0,0.16666667
795,198591_blue_red_7_Y14SAR1_P001_09T061_2015_02_16-2015_02_25,198591_A,198591_blue_7_Y14SAR1_P001_09T061_2015_02_16-2015_02_25.fits,198591,63.5,0.25
796,198631_blue_red_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25,198631_A,198631_blue_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25.fits,198631,25.5,0.16666667
797,198771_blue_red_7_Y14SAR1_P001_09T061_2015_02_16-2015_02_25,198771_A,198771_blue_7_Y14SAR1_P001_09T061_2015_02_16-2015_02_25.fits,198771,288.0,0.16666667
798,198817_blue_red_7_Y14SAR2_P006_09T073_2016_03_03-2016_03_13,198817_A,198817_blue_7_Y14SAR2_P006_09T073_2016_03_03-2016_03_13.fits,198817,264.0,0.16666667
799,202309_blue_red_7_Y15SAR1_P001_09T097_2016_03_03-2016_03_13,202309_A,202309_blue_7_Y15SAR1_P001_09T097_2016_03_03-2016_03_13.fits,202309,306.5,0.33333334
800,202354_blue_red_7_Y15SAR1_P001_09T097_2016_03_03-2016_03_13,202354_A,202354_blue_7_Y15SAR1_P001_09T097_2016_03_03-2016_03_13.fits,202354,246.5,0.16666667
801,202360_blue_red_7_Y18SAR1_P001_09T138_2018_02_12-2018_02_19,202360_A,202360_blue_7_Y18SAR1_P001_09T138_2018_02_12-2018_02_19.fits,202360,198.5,0.16666667
802,202373_blue_red_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02,202373_A,202373_blue_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02.fits,202373,56.5,0.33333334
803,202398_blue_red_7_Y18SAR1_P001_09T138_2018_02_12-2018_02_19,202398_A,202398_blue_7_Y18SAR1_P001_09T138_2018_02_12-2018_02_19.fits,202398,319.5,0.16666667
804,202399_blue_red_7_Y15SAR1_P001_09T097_2016_03_03-2016_03_13,202399_A,202399_blue_7_Y15SAR1_P001_09T097_2016_03_03-2016_03_13.fits,202399,74.5,0.16666667
805,202443_blue_red_7_Y15SAR1_P001_09T097_2016_03_03-2016_03_13,202443_A,202443_blue_7_Y15SAR1_P001_09T097_2016_03_03-2016_03_13.fits,202443,114.5,0.16666667
806,202464_blue_red_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02,202464_A,202464_blue_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02.fits,202464,6.5,0.16666667
807,202480_blue_red_7_Y18SAR1_P001_09T138_2018_02_12-2018_02_19,202480_A,202480_blue_7_Y18SAR1_P001_09T138_2018_02_12-2018_02_19.fits,202480,34.0,0.33333334
808,202531_blue_red_8_Y18SAR2_P002_09T144_2018_04_09-2018_04_19,202531_A,202531_blue_8_Y18SAR2_P002_09T144_2018_04_09-2018_04_19.fits,202531,54.0,0.16666667
809,202636_blue_red_8_Y18SAR2_P002_09T144_2018_04_09-2018_04_19,202636_A,202636_blue_8_Y18SAR2_P002_09T144_2018_04_09-2018_04_19.fits,202636,58.0,0.5
810,202673_blue_red_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05,202673_A,202673_blue_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05.fits,202673,30.5,0.16666667
811,202673_blue_red_8_Y18SAR2_P002_09T144_2018_04_09-2018_04_19,202673_B,202673_blue_8_Y18SAR2_P002_09T144_2018_04_09-2018_04_19.fits,202673,35.0,0.16666667
812,202745_blue_red_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05,202745_A,202745_blue_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05.fits,202745,160.5,0.25
813,203037_blue_red_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16,203037_A,203037_blue_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16.fits,203037,52.0,0.16666667
814,203114_blue_red_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16,203114_A,203114_blue_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16.fits,203114,128.5,0.25
815,203140_blue_red_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16,203140_A,203140_blue_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16.fits,203140,21.5,10.75
816,203148_blue_red_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16,203148_A,203148_blue_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16.fits,203148,179.0,0.33333156
817,203609_blue_red_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14,203609_A,203609_blue_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14.fits,203609,40.5,0.16666667
818,203684_blue_red_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14,203684_A,203684_blue_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14.fits,203684,200.0,0.16666667
819,203729_blue_red_7_Y16SAR2_P002_09T118_2016_03_03-2016_03_13,203729_A,203729_blue_7_Y16SAR2_P002_09T118_2016_03_03-2016_03_13.fits,203729,58.0,0.5
820,203833_blue_red_7_Y16SAR2_P002_09T118_2016_03_03-2016_03_13,203833_A,203833_blue_7_Y16SAR2_P002_09T118_2016_03_03-2016_03_13.fits,203833,338.0,0.25
821,203998_blue_red_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14,203998_A,203998_blue_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14.fits,203998,334.5,1.3333334
822,204093_blue_red_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14,204093_A,204093_blue_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14.fits,204093,56.0,0.16666667
823,204096_blue_red_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14,204096_A,204096_blue_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14.fits,204096,98.0,0.16666667
824,204490_blue_red_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22,204490_A,204490_blue_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22.fits,204490,95.5,0.6666667
825,204799_blue_red_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06,204799_A,204799_blue_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06.fits,204799,46.5,0.16666667
826,204832_blue_red_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06,204832_A,204832_blue_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06.fits,204832,238.0,0.41666666
827,204836_blue_red_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06,204836_A,204836_blue_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06.fits,204836,33.5,0.16666667
828,204868_blue_red_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25,204868_A,204868_blue_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25.fits,204868,309.5,0.16666667
829,204876_blue_red_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25,204876_A,204876_blue_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25.fits,204876,144.5,0.33333334
830,204877_blue_red_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06,204877_A,204877_blue_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06.fits,204877,169.5,1.5
831,204906_blue_red_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06,204906_A,204906_blue_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06.fits,204906,161.5,1.75
832,204983_blue_red_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25,204983_A,204983_blue_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25.fits,204983,323.0,0.16666667
833,205020_blue_red_7_Y14SAR2_P006_09T073_2016_03_03-2016_03_13,205020_A,205020_blue_7_Y14SAR2_P006_09T073_2016_03_03-2016_03_13.fits,205020,86.5,0.75
834,205085_blue_red_7_Y14SAR2_P006_09T073_2016_03_03-2016_03_13,205085_A,205085_blue_7_Y14SAR2_P006_09T073_2016_03_03-2016_03_13.fits,205085,210.0,3.0833333
835,205086_blue_red_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25,205086_A,205086_blue_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25.fits,205086,85.0,0.16666667
836,205089_blue_red_7_Y14SAR2_P006_09T073_2016_03_03-2016_03_13,205089_B,205089_blue_7_Y14SAR2_P006_09T073_2016_03_03-2016_03_13.fits,205089,11.5,0.16666667
837,205089_blue_red_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25,205089_A,205089_blue_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25.fits,205089,321.0,6.5
838,205097_blue_red_7_Y14SAR1_P001_09T061_2015_02_16-2015_02_25,205097_A,205097_blue_7_Y14SAR1_P001_09T061_2015_02_16-2015_02_25.fits,205097,89.0,0.16666667
839,205151_blue_red_7_Y14SAR2_P006_09T073_2016_03_03-2016_03_13,205151_A,205151_blue_7_Y14SAR2_P006_09T073_2016_03_03-2016_03_13.fits,205151,17.5,0.25
840,205161_blue_red_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25,205161_A,205161_blue_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25.fits,205161,347.5,0.16666667
841,205166_blue_red_7_Y14SAR2_P006_09T073_2016_03_03-2016_03_13,205166_A,205166_blue_7_Y14SAR2_P006_09T073_2016_03_03-2016_03_13.fits,205166,229.5,0.16666667
842,205168_blue_red_7_Y14SAR1_P001_09T061_2015_02_16-2015_02_25,205168_A,205168_blue_7_Y14SAR1_P001_09T061_2015_02_16-2015_02_25.fits,205168,325.5,0.16666667
843,205208_blue_red_7_Y14SAR1_P001_09T061_2015_02_16-2015_02_25,205208_A,205208_blue_7_Y14SAR1_P001_09T061_2015_02_16-2015_02_25.fits,205208,157.5,7.916664
844,205211_blue_red_7_Y14SAR2_P006_09T073_2016_03_03-2016_03_13,205211_A,205211_blue_7_Y14SAR2_P006_09T073_2016_03_03-2016_03_13.fits,205211,84.5,0.25
845,208520_blue_red_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02,208520_A,208520_blue_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02.fits,208520,167.0,0.16666667
846,208589_blue_red_7_Y18SAR1_P001_09T138_2018_02_12-2018_02_19,208589_A,208589_blue_7_Y18SAR1_P001_09T138_2018_02_12-2018_02_19.fits,208589,268.0,0.16666667
847,208612_blue_red_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02,208612_A,208612_blue_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02.fits,208612,152.5,0.33333334
848,208652_blue_red_7_Y18SAR1_P001_09T138_2018_02_12-2018_02_19,208652_A,208652_blue_7_Y18SAR1_P001_09T138_2018_02_12-2018_02_19.fits,208652,295.5,0.16666667
849,208781_blue_red_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02,208781_A,208781_blue_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02.fits,208781,146.0,0.9166667
850,208876_blue_red_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05,208876_A,208876_blue_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05.fits,208876,68.0,9.833333
851,208892_blue_red_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05,208892_A,208892_blue_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05.fits,208892,357.0,0.16666667
852,209181_blue_red_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16,209181_A,209181_blue_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16.fits,209181,145.0,0.16666667
853,209185_blue_red_7_Y15SAR2_P001_09T107_2016_02_08-2016_02_14,209185_A,209185_blue_7_Y15SAR2_P001_09T107_2016_02_08-2016_02_14.fits,209185,94.0,0.25
854,209279_blue_red_7_Y15SAR2_P001_09T107_2016_02_08-2016_02_14,209279_A,209279_blue_7_Y15SAR2_P001_09T107_2016_02_08-2016_02_14.fits,209279,73.0,0.16666667
855,209319_blue_red_7_Y13SAR1_P007_09T007_2013_03_05-2013_03_17,209319_A,209319_blue_7_Y13SAR1_P007_09T007_2013_03_05-2013_03_17.fits,209319,85.5,0.25
856,209414_blue_red_7_Y13SAR1_P007_09T007_2013_03_05-2013_03_17,209414_A,209414_blue_7_Y13SAR1_P007_09T007_2013_03_05-2013_03_17.fits,209414,183.0,0.5833333
857,209664_blue_red_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14,209664_A,209664_blue_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14.fits,209664,287.5,0.16666667
858,209680_blue_red_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14,209680_A,209680_blue_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14.fits,209680,47.5,0.16666667
859,209697_blue_red_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14,209697_A,209697_blue_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14.fits,209697,261.0,0.16666667
860,209698_blue_red_6_Y13SAR1_P011_09T017_2013_03_05-2013_03_17,209698_A,209698_blue_6_Y13SAR1_P011_09T017_2013_03_05-2013_03_17.fits,209698,129.0,0.5833333
861,209701_blue_red_6_Y13SAR1_P011_09T017_2013_03_05-2013_03_17,209701_A,209701_blue_6_Y13SAR1_P011_09T017_2013_03_05-2013_03_17.fits,209701,122.5,0.16666667
862,209708_blue_red_6_Y13SAR1_P011_09T017_2013_03_05-2013_03_17,209708_A,209708_blue_6_Y13SAR1_P011_09T017_2013_03_05-2013_03_17.fits,209708,173.0,0.16666667
863,209743_blue_red_6_Y13SAR1_P011_09T017_2013_03_05-2013_03_17,209743_A,209743_blue_6_Y13SAR1_P011_09T017_2013_03_05-2013_03_17.fits,209743,310.0,0.16666667
864,209807_blue_red_6_Y13SAR1_P011_09T017_2013_03_05-2013_03_17,209807_A,209807_blue_6_Y13SAR1_P011_09T017_2013_03_05-2013_03_17.fits,209807,345.5,0.16666667
865,210060_blue_red_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14,210060_A,210060_blue_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14.fits,210060,314.5,0.6666667
866,210070_blue_red_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14,210070_A,210070_blue_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14.fits,210070,138.5,0.41666666
867,210228_blue_red_7_Y16SAR2_P001_09T116_2016_03_03-2016_03_13,210228_A,210228_blue_7_Y16SAR2_P001_09T116_2016_03_03-2016_03_13.fits,210228,157.0,0.16666667
868,210375_blue_red_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05,210375_A,210375_blue_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05.fits,210375,333.0,0.25
869,210467_blue_red_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22,210467_A,210467_blue_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22.fits,210467,17.5,3.9166667
870,210567_blue_red_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05,210567_A,210567_blue_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05.fits,210567,242.5,0.41666666
871,210611_blue_red_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25,210611_A,210611_blue_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25.fits,210611,265.5,0.8333333
872,210660_blue_red_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25,210660_A,210660_blue_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25.fits,210660,326.0,0.16666667
873,210781_blue_red_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25,210781_A,210781_blue_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25.fits,210781,270.5,0.16666667
874,210808_blue_red_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25,210808_A,210808_blue_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25.fits,210808,32.5,0.16666667
875,210909_blue_red_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25,210909_A,210909_blue_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25.fits,210909,282.0,0.75
876,214182_blue_red_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02,214182_A,214182_blue_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02.fits,214182,276.5,0.16666667
877,214184_blue_red_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02,214184_A,214184_blue_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02.fits,214184,274.0,0.16666667
878,214211_blue_red_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02,214211_A,214211_blue_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02.fits,214211,154.0,1.0
879,214245_blue_red_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02,214245_A,214245_blue_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02.fits,214245,32.0,0.41666666
880,214250_blue_red_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02,214250_A,214250_blue_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02.fits,214250,149.5,5.25
881,214295_blue_red_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02,214295_A,214295_blue_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02.fits,214295,41.5,0.16666667
882,214363_blue_red_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19,214363_A,214363_blue_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19.fits,214363,234.0,0.33333334
883,214462_blue_red_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19,214462_A,214462_blue_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19.fits,214462,122.5,0.16666667
884,214860_blue_red_7_Y15SAR2_P001_09T107_2016_02_08-2016_02_14,214860_A,214860_blue_7_Y15SAR2_P001_09T107_2016_02_08-2016_02_14.fits,214860,191.5,0.16666667
885,214895_blue_red_7_Y15SAR2_P001_09T107_2016_02_08-2016_02_14,214895_A,214895_blue_7_Y15SAR2_P001_09T107_2016_02_08-2016_02_14.fits,214895,229.0,2.0833333
886,215053_blue_red_7_Y13SAR1_P007_09T007_2013_03_05-2013_03_17,215053_A,215053_blue_7_Y13SAR1_P007_09T007_2013_03_05-2013_03_17.fits,215053,258.0,0.25
887,215289_blue_red_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06,215289_A,215289_blue_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06.fits,215289,329.0,0.16666667
888,215292_blue_red_7_Y13SAR1_P007_09T007_2013_03_05-2013_03_17,215292_A,215292_blue_7_Y13SAR1_P007_09T007_2013_03_05-2013_03_17.fits,215292,332.5,0.16666667
889,215335_blue_red_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06,215335_A,215335_blue_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06.fits,215335,310.5,0.16666667
890,215579_blue_red_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14,215579_A,215579_blue_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14.fits,215579,356.0,0.16666667
891,215698_blue_red_6_Y13SAR1_P011_09T017_2013_03_05-2013_03_17,215698_A,215698_blue_6_Y13SAR1_P011_09T017_2013_03_05-2013_03_17.fits,215698,233.5,1.75
892,216111_blue_red_7_Y16SAR2_P001_09T116_2016_03_03-2016_03_13,216111_A,216111_blue_7_Y16SAR2_P001_09T116_2016_03_03-2016_03_13.fits,216111,229.5,0.25
